hs,countries,description
540247,143,"Yarn, synthetic: filament, monofilament (less than 67 decitex), polyesters (not high tenacity or textured), not partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540248,140,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of polypropylene (not high tenacity or textured), single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540249,146,"Yarn, synthetic: filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, single, untwisted or twisted 50 turns or less per metre, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540251,136,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread"
540252,132,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread"
540253,118,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of polypropylene (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread"
540259,123,"Yarn, synthetic: filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, single, twisted more than 50 turns per metre, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540261,163,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), multiple (folded) or cabled, not for retail sale, not sewing thread"
540262,158,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), multiple (folded) or cabled, not for retail sale, not sewing thread"
540263,130,"Yarn, synthetic: filament, monofilament (less than 67 decitex), of polypropylene, other than high tenacity or textured yarn, multiple (folded) or cabled, not for retail sale, not sewing thread"
540269,168,"Yarn, synthetic: filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, multiple (folded) or cabled, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540310,99,"Yarn, artificial: filament, monofilament (less than 67 decitex), of high tenacity viscose rayon, not for retail sale, not sewing thread"
540331,126,"Yarn, artificial: filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), single, untwisted or twisted 120 turns per metre or less, not for retail sale, not sewing thread"
540332,69,"Yarn, artificial: filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), single, twisted more than 120 turns per metre, not for retail sale, not sewing thread"
540333,92,"Yarn, artificial: filament, monofilament (less than 67 decitex), of cellulose acetate, single, not for retail sale, not sewing thread"
540339,100,"Yarn, artificial: filament, monofilament (less than 67 decitex), single, n.e.c. in heading no. 5403, not for retail sale, not sewing thread"
540341,102,"Yarn, artificial: filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), multiple (folded) or cabled, not for retail sale, not sewing thread"
540342,39,"Yarn, artificial: filament, monofilament (less than 67 decitex), of cellulose acetate, multiple (folded) or cabled, not for retail sale, not sewing thread"
540349,119,"Yarn, artificial: filament, monofilament (less than 67 decitex), multiple (folded) or cabled, n.e.c. in heading no. 5403, not for retail sale, not sewing thread"
540411,143,Elastomeric monofilament: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540412,134,Monofilament of polypropylene: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540419,175,Monofilament n.e.c. in heading no 5404: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540490,187,"Filament, synthetic: strip and the like (e.g.. artificial straw), of synthetic textile materials of an apparent width not exceeding 5mm"
540500,115,"Monofilament, synthetic: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm, strip and the like (e.g. artificial straw), of synthetic textile materials with width not over 5mm"
540600,168,"Man-made filament yarn (other than sewing thread), put up for retail sale"
540710,200,"Fabrics, woven: from high tenacity yarn, of nylon, other polyamides or of polyesters"
540720,188,"Fabrics, woven: from strip or the like, of synthetic textile materials"
540730,135,"Fabrics, woven: from synthetic filament yarn, adhesive or thermal bonded"
540741,165,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, unbleached or bleached"
540742,167,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, dyed"
540743,140,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, of yarns of different colours"
540744,144,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, printed"
540751,181,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, unbleached or bleached"
540752,201,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, dyed"
540753,171,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, of yarns of different colours"
540754,191,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, printed"
540761,190,"Fabrics, woven: containing 85% or more by weight of non-textured polyester filaments"
540769,189,"Fabrics, woven: containing less than 85% by weight of non-textured polyester filaments"
540771,164,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), unbleached or bleached"
540772,181,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), dyed"
540773,175,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), of yarns of different colours"
540774,169,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), printed"
540781,145,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, bleached or unbleached"
540782,167,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, dyed"
540783,153,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, of yarns of different colours"
540784,151,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, printed"
540791,149,"Fabrics, woven: of synthetic filament yarn, bleached or unbleached, n.e.c. in heading no. 5407"
540792,171,"Fabrics, woven: of synthetic filament yarn, dyed, n.e.c. in heading 5407"
540793,161,"Fabrics, woven: of synthetic filament yarn, of yarns of different colours, n.e.c. in heading no. 5407"
540794,166,"Fabrics, woven: of synthetic filament yarn, printed, n.e.c. in heading no. 5407"
540810,137,"Fabrics, woven: of viscose rayon, high tenacity, artificial filament yarn"
540821,128,"Fabrics, woven: of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, bleached or unbleached"
540822,157,"Fabrics, woven: of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, dyed"
540823,128,"Fabrics, woven: containing 85% or more by weight of artificial filament, strip or the like, of yarns of different colours"
540824,148,"Fabrics, woven: of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, printed"
540831,115,"Fabrics, woven: of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, unbleached or bleached"
540832,146,"Fabrics, woven: of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, dyed"
540833,122,"Fabrics, woven: of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, of yarns of different colours"
540834,151,"Fabrics, woven: of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, printed"
550111,69,"Fibres: synthetic filament tow, of nylon or other polyamides, of aramids"
550119,116,"Fibres: synthetic filament tow, of nylon or other polyamides, of other than aramids"
550120,129,"Fibres: synthetic filament tow, of polyesters"
550130,114,"Fibres: synthetic filament tow, acrylic or modacrylic"
550140,99,"Fibres: synthetic filament tow, of polypropylene"
550190,133,"Fibres: synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501"
550210,125,Fibres: artificial filament tow of cellulose acetate
550290,84,"Fibres: artificial filament tow, other than cellulose acetate"
550311,99,"Fibres: synthetic staple fibres, of aramids, not carded, combed or otherwise processed for spinning"
550319,115,"Fibres: synthetic staple fibres, of nylon or other polyamides other than aramids, not carded, combed or otherwise processed for spinning"
550320,177,"Fibres: synthetic staple fibres, of polyesters, not carded, combed or otherwise processed for spinning"
550330,121,"Fibres: synthetic staple fibres, acrylic or modacrylic, not carded, combed or otherwise processed for spinning"
550340,164,"Fibres: synthetic staple fibres, of polypropylene, not carded, combed or otherwise processed for spinning"
550390,152,"Fibres: synthetic staple fibres, of synthetic materials n.e.c. in heading no. 5503, not carded, combed or otherwise processed for spinning"
550410,113,"Fibres: artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning"
550490,118,"Fibres: artificial staple fibres, other than of viscose, not carded, combed or otherwise processed for spinning"
550510,125,"Fibres: waste (including noils, yarn waste and garnetted stock), of synthetic fibres"
550520,88,"Fibres: waste (including noils, yarn waste and garnetted stock), of artificial fibres"
550610,125,"Fibres: synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning"
550620,135,"Fibres: synthetic staple fibres, of polyesters, carded, combed or otherwise processed for spinning"
550630,109,"Fibres: synthetic staple fibres, acrylic or modacrylic, carded, combed or otherwise processed for spinning"
550640,52,"Fibres: synthetic staple fibres, of polypropylene, carded, combed or otherwise processed for spinning"
550690,128,"Fibres: synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning"
550700,107,"Fibres: artificial staple fibres, carded, combed or otherwise processed for spinning"
